date,cases_new,cases_import,cases_recovered,cases_active,cases_cluster,cases_pvax,cases_fvax,cases_child,cases_adolescent,cases_adult,cases_elderly,cluster_import,cluster_religious,cluster_community,cluster_highRisk,cluster_education,cluster_detentionCentre,cluster_workplace,cumul_partial,cumul_full
28/8/2021,22597,12,19492,263932,2551,6746,5288,3283,1742,14810,1781,0,6,467,84,7,92,1505,19369683,14636139
29/8/2021,20579,7,20845,263421,2595,5616,4893,3124,1689,13617,1489,0,12,392,16,4,81,1458,19521787,14804493
30/8/2021,19268,16,21257,261161,2097,5209,4639,3014,1584,12553,1603,0,4,460,37,72,89,1034,19710064,14989026
31/8/2021,20897,1,18465,263338,1454,5803,5548,3003,1676,14045,1723,0,1,260,38,11,43,734,19833300,15138379
1/9/2021,18762,5,21073,260760,2107,4900,5461,2861,1488,12403,1595,0,3,515,42,16,23,1109,20026689,15355795
2/9/2021,20988,1,23473,258050,2142,5103,6234,3100,1797,13856,1866,0,5,351,112,52,81,1110,20214471,15549736
3/9/2021,19378,14,22399,254813,2223,4701,5987,3036,1488,12754,1678,0,5,562,64,12,102,1191,20365916,15732889
4/9/2021,19057,10,21582,252065,1760,4489,6173,2959,1652,12252,1757,0,4,250,8,100,54,886,20509016,15901901
5/9/2021,20396,8,20573,251639,2347,4637,6820,3146,1641,13505,1797,0,6,447,98,23,41,1385,20654884,16058616
6/9/2021,17352,8,20201,248558,1758,3983,5945,2701,1436,11345,1534,0,0,204,63,23,71,1015,20792805,16243455
7/9/2021,18547,18,18902,247979,2177,4143,6101,2931,1577,11981,1649,0,0,592,66,19,74,1082,20932353,16438683
8/9/2021,19733,3,22701,244765,2095,4456,6965,3021,1612,12987,1826,0,1,466,48,58,85,1038,21065139,16634298
9/9/2021,19307,6,24855,239008,1577,4268,6871,2993,1610,12834,1673,0,0,332,0,74,39,918,21205902,16824680
10/9/2021,21176,4,21476,238498,2162,4673,7908,3391,1822,13598,1941,0,0,326,36,40,23,1446,21324073,17001172
11/9/2021,19550,7,21771,236067,2144,3975,7250,3123,1646,12714,1738,0,0,551,99,51,38,1052,21419798,17171724
12/9/2021,19198,5,20980,234063,1916,3760,7833,3036,1701,12338,1882,0,2,544,12,9,69,947,21501219,17322854
13/9/2021,16073,21,24813,225146,1547,3271,6361,2591,1414,10263,1514,0,20,427,42,11,32,674,21573348,17480766
14/9/2021,15669,17,18053,222571,1041,3437,6115,2650,1319,10053,1417,0,6,360,35,5,20,498,21649228,17653079
15/9/2021,19495,11,18760,223101,1389,3453,8377,3318,1711,12370,1875,0,16,485,91,39,15,556,21719553,17833355
16/9/2021,18815,7,16939,224797,1627,3713,7900,3160,1517,12145,1725,0,4,456,47,45,54,775,21783871,17973545
17/9/2021,17577,3,22970,219218,1742,3539,7212,2682,1413,11600,1601,0,3,432,31,13,20,1055,21861904,18135561
18/9/2021,15549,5,17205,217398,1251,3136,6640,2525,1309,9952,1540,0,1,331,48,23,22,693,21938426,18295014
19/9/2021,14954,11,23469,208730,1216,2866,6397,2420,1269,9596,1412,0,8,196,39,3,72,720,22001266,18453322
20/9/2021,14345,43,16814,206115,1157,2558,6470,2416,1249,9024,1449,24,4,447,7,1,10,523,22097565,18648795
21/9/2021,15759,27,16650,205075,1223,2797,7299,2540,1416,9968,1554,0,3,301,45,15,2,622,22223652,18786636
22/9/2021,14990,5,19702,200222,991,2739,6817,2534,1309,9483,1470,0,8,210,35,49,17,595,22348422,18986347
23/9/2021,13754,4,16628,197200,1111,2195,6334,2422,1132,8790,1329,0,1,303,20,7,6,658,22481986,19180397
24/9/2021,14554,9,16751,194859,1079,2214,7183,2413,1269,9236,1491,0,0,405,45,34,4,582,22599346,19336889
25/9/2021,13899,6,18074,190531,898,1897,6853,2363,1171,8608,1504,0,3,284,72,23,24,470,22715503,19481412
26/9/2021,13104,8,20971,182547,825,1985,6600,2203,1133,8245,1360,0,0,222,6,51,5,541,22834060,19633681
27/9/2021,10959,12,16430,176952,797,1474,5653,1826,960,6781,1301,0,0,256,66,30,15,430,23007292,19784628
28/9/2021,11332,23,14160,174031,715,1553,5790,1945,985,7081,1240,0,3,298,0,3,56,355,23178045,19945616
29/9/2021,12434,8,17000,169364,710,1633,6731,1950,960,7990,1386,0,0,328,18,7,13,344,23369913,20093678
30/9/2021,12735,17,17725,164278,764,1665,6837,2242,1115,7935,1281,0,0,294,24,11,3,432,23540977,20255398
